user,churn,age,housing,deposits,withdrawal,purchases_partners,purchases,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,ios_user,android_user,registered_phones,payment_type,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,zodiac_sign,left_for_two_month_plus,left_for_one_month,reward_rate,is_referred
62915,1,28.0,na,0,0,1,0,0,1,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,1,0,0.0,0
29790,0,35.0,R,0,0,37,0,0,127,0,0,17,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,1.13,1
14197,0,28.0,R,0,0,0,0,0,180,0,0,6,1,0,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,2.13,0
26442,0,25.0,R,24,5,40,24,0,98,0,0,4,1,1,0,1,2,Bi-Weekly,0,0,0,0,Sagittarius,0,0,1.23,0
21962,0,31.0,R,4,1,73,4,0,140,0,0,12,1,1,0,1,2,Bi-Weekly,0,0,0,0,Libra,0,0,1.53,1
56283,1,39.0,na,0,0,8,0,0,16,0,0,1,1,1,1,0,0,na,0,0,0,0,Aries,0,0,0.13,0
49474,1,68.0,na,0,0,0,0,2,4,0,0,3,1,0,0,1,0,Monthly,0,0,0,0,Virgo,0,0,0.13,0
20299,1,29.0,R,1,0,103,1,0,239,0,0,12,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,2.07,1
3863,1,28.0,na,0,0,9,0,0,37,0,0,0,1,1,0,1,0,Monthly,0,0,0,0,Sagittarius,1,0,0.73,0
21834,0,33.0,R,9,0,124,9,0,228,0,0,14,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,1,0,1.9,0
28055,0,26.0,na,0,0,27,0,0,31,0,0,3,1,1,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,0.5,0
138,0,33.0,R,0,0,15,0,0,272,0,0,8,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,2.13,0
21469,1,32.0,O,0,0,0,0,1,97,0,0,8,1,1,1,0,0,Weekly,0,0,0,0,Pisces,0,0,1.0699999999999998,0
44396,0,53.0,na,55,1,58,55,0,297,0,0,65,1,1,1,0,0,Monthly,0,0,0,0,Libra,0,0,1.87,0
32501,0,30.0,O,28,0,67,28,0,172,0,0,21,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,1,0,1.1,1
69430,0,23.0,na,0,0,8,0,0,22,0,0,4,1,0,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,0.71,0
61138,1,29.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,na,0,0,0,0,Scorpio,0,0,0.0,0
39014,0,24.0,na,1,0,14,1,0,51,0,0,7,1,0,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,0.58,1
8528,1,36.0,na,0,0,70,0,0,114,0,0,11,1,0,1,0,3,Bi-Weekly,0,0,0,0,na,1,0,1.0,1
22568,0,24.0,R,24,2,89,24,0,171,0,0,27,1,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,1,0,1.83,0
9435,1,44.0,R,0,0,0,0,2,230,0,0,25,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,2.6,1
43752,1,28.0,R,0,0,3,0,0,6,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,0.06999999999999999,0
43452,0,30.0,R,0,0,0,0,0,48,0,0,9,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,1.0699999999999998,0
30584,0,52.0,R,8,0,8,8,0,20,0,0,3,1,1,0,1,0,Monthly,0,0,0,0,Leo,0,0,0.47,0
36376,1,21.0,na,0,0,5,0,0,4,0,0,0,1,1,1,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,0.03,0
34610,0,25.0,R,29,5,35,28,0,140,0,0,9,1,1,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,1.0,1
55905,0,26.0,na,0,0,8,0,0,20,0,0,1,1,0,0,1,0,Weekly,0,0,0,0,Aquarius,1,0,0.2,1
21801,1,28.0,R,16,0,27,16,1,240,1,0,24,1,1,0,1,3,Bi-Weekly,0,0,0,0,Scorpio,0,0,2.17,1
53299,1,59.0,R,4,0,10,4,0,30,0,0,6,1,0,0,1,0,Semi-Monthly,0,0,0,0,Aquarius,0,0,0.83,0
36594,1,22.0,na,0,0,11,0,0,25,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Taurus,1,0,0.86,0
31145,0,28.0,na,0,0,33,0,1,271,0,0,6,1,0,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,2.1,0
7548,0,30.0,na,1,1,3,1,0,229,2,0,17,1,1,0,1,0,Weekly,0,0,0,0,Virgo,0,0,2.0,1
11177,0,38.0,O,48,2,63,48,0,291,0,0,39,1,1,1,0,0,Weekly,0,1,0,0,Pisces,0,0,2.03,0
58147,1,32.0,na,0,0,1,0,0,0,0,0,0,1,1,0,1,0,Semi-Monthly,0,0,0,0,Aquarius,0,0,0.0,0
15670,1,38.0,O,0,0,7,0,0,114,0,0,21,1,1,1,0,0,Monthly,0,0,0,0,Taurus,0,0,0.9,1
10746,0,22.0,na,0,0,0,0,1,186,1,0,20,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,1.83,0
1395,0,36.0,R,0,0,6,0,0,10,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,0.1,0
55869,0,32.0,R,0,0,0,0,0,73,0,0,10,1,1,1,0,0,Weekly,0,0,0,0,Pisces,0,0,0.97,0
25660,0,27.0,R,0,0,0,0,0,110,0,0,9,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,1.73,0
48565,0,27.0,na,2,0,69,2,0,173,0,0,21,1,1,1,0,3,Bi-Weekly,0,0,0,0,na,0,0,1.2,1
46683,1,31.0,na,0,0,0,0,0,36,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,0.63,0
14537,1,25.0,R,4,2,122,3,0,244,0,0,23,1,1,1,0,0,Weekly,0,0,0,0,Aries,0,0,0.53,1
18965,0,30.0,na,28,1,60,28,0,179,0,0,4,1,0,0,1,0,Weekly,0,0,0,0,Pisces,0,0,1.47,0
59281,1,32.0,na,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Weekly,0,0,0,0,Leo,0,0,0.0,1
7959,1,22.0,R,0,0,0,0,0,228,0,0,21,1,1,0,1,0,Monthly,0,0,0,0,Libra,0,0,2.23,0
5206,1,22.0,na,0,0,35,0,0,90,0,0,3,1,1,0,1,0,Weekly,0,0,0,0,Virgo,0,0,0.23,1
14586,0,27.0,na,1,1,28,1,0,88,0,0,3,1,1,0,1,3,Semi-Monthly,0,0,0,0,Libra,1,0,0.6,1
23977,0,28.0,R,37,1,53,35,0,206,0,0,14,1,1,0,1,0,Monthly,0,0,0,0,Aquarius,0,0,1.17,1
41259,1,39.0,R,20,4,23,20,0,65,0,0,13,1,1,1,1,2,Bi-Weekly,0,0,0,0,Gemini,1,0,0.06999999999999999,1
39311,1,31.0,R,1,0,38,1,0,61,0,0,3,1,1,1,0,0,na,0,0,0,0,Pisces,0,0,0.9,0
34285,0,31.0,R,0,0,40,0,0,93,0,0,7,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,1,0,1.1,0
4976,1,21.0,na,0,0,0,0,0,1,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,0.13,1
66247,1,24.0,R,8,3,24,8,0,47,0,0,4,1,1,0,1,0,Weekly,0,0,0,0,Leo,1,0,0.0,0
21108,1,27.0,R,28,0,29,28,0,220,0,0,40,1,1,1,0,2,Semi-Monthly,0,0,1,0,Leo,0,0,1.93,1
4310,1,22.0,R,0,0,32,0,0,70,0,0,13,1,1,0,1,0,Semi-Monthly,0,0,0,0,Scorpio,0,0,0.63,1
33088,0,48.0,R,30,6,106,30,0,227,0,0,28,1,1,1,0,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,2.0,1
16833,0,28.0,R,25,0,59,25,0,161,0,0,12,1,0,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,1.33,0
55405,1,24.0,na,0,0,0,0,0,49,0,0,2,1,1,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,0.5700000000000001,1
37105,1,27.0,R,0,0,23,0,0,68,0,0,0,1,1,0,1,0,na,0,0,0,0,Gemini,0,0,0.63,0
29398,1,31.0,R,0,0,0,0,0,56,0,0,6,1,1,1,0,0,Weekly,0,0,0,0,Aquarius,0,1,0.87,0
41138,1,55.0,R,2,2,49,2,0,90,0,0,16,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,0.53,1
56967,0,28.0,na,0,0,33,0,0,94,0,0,6,1,1,1,0,0,Monthly,0,0,0,0,Pisces,1,0,0.85,0
16306,1,33.0,na,0,0,66,0,0,166,0,0,4,1,0,0,1,0,na,0,0,0,0,Leo,0,0,0.4,0
31963,0,30.0,R,0,0,44,0,0,97,0,0,7,1,1,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,1.03,1
49454,1,26.0,na,0,0,57,0,0,70,0,0,7,1,1,1,0,0,Weekly,0,0,0,0,Taurus,0,0,0.5,1
50931,1,28.0,na,0,0,0,0,0,129,1,0,8,1,1,0,1,2,Weekly,0,0,0,0,Aquarius,0,0,1.03,0
31810,0,27.0,O,25,2,161,25,0,206,0,0,7,1,1,0,1,0,Weekly,0,0,0,0,Gemini,1,0,1.5699999999999998,0
49726,0,24.0,R,1,0,61,0,0,120,0,0,16,1,0,1,0,3,Bi-Weekly,0,0,0,0,Leo,0,0,1.03,0
1253,1,35.0,na,0,0,12,0,0,30,0,0,3,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,0.47,0
57472,0,28.0,na,5,3,7,5,0,24,0,0,5,1,0,1,0,0,Weekly,0,0,0,0,na,0,0,0.67,1
2524,0,50.0,R,0,0,0,0,6,112,0,0,27,1,1,1,0,0,Semi-Monthly,0,0,0,0,Gemini,0,0,1.2,0
39504,0,29.0,na,1,1,2,1,0,9,0,0,1,1,0,0,1,2,Weekly,0,0,0,0,Aries,0,0,0.0,0
55391,0,28.0,na,0,0,15,0,0,15,0,0,1,1,1,1,1,2,Bi-Weekly,0,0,0,0,Aquarius,1,0,0.27,0
13549,1,22.0,R,0,0,0,0,2,106,0,0,3,1,1,1,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,1.33,0
56856,0,59.0,na,4,1,72,4,0,149,0,0,13,1,0,1,0,2,Monthly,0,0,0,0,Libra,0,0,1.37,1
10278,1,22.0,na,0,0,1,0,0,12,0,0,1,1,0,0,1,0,Weekly,0,0,0,0,Aries,1,0,0.23,0
16021,1,29.0,na,0,0,0,0,0,57,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,0.87,1
27775,1,23.0,na,0,0,3,0,0,59,0,0,4,1,0,1,0,0,Monthly,0,0,0,0,na,0,0,0.8,0
44588,0,28.0,na,0,0,48,0,0,142,0,0,4,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,1,0,1.17,0
43646,0,37.0,na,1,0,23,1,0,50,0,0,7,1,1,0,1,0,na,0,0,0,0,Cancer,0,0,0.61,0
9346,1,33.0,na,15,0,18,15,0,46,0,0,0,1,0,1,0,2,Bi-Weekly,0,0,0,0,Virgo,0,0,0.33,0
62433,1,50.0,R,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Sagittarius,1,0,0.0,0
25287,1,28.0,R,5,0,94,4,0,184,0,0,27,1,1,1,0,2,Weekly,0,0,0,0,Pisces,0,0,0.97,1
12357,0,31.0,R,3,0,25,2,0,64,0,0,29,1,1,1,0,3,Monthly,0,0,0,0,Aquarius,0,0,0.37,1
25517,1,23.0,R,1,0,80,1,0,122,0,0,29,1,1,1,1,2,na,0,0,0,0,na,0,0,0.9,1
12035,0,38.0,R,16,0,225,16,0,239,0,0,55,1,1,0,1,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,1.67,1
55539,0,36.0,O,0,0,34,0,0,58,0,0,4,1,0,0,1,2,Bi-Weekly,0,0,0,0,na,0,0,0.87,0
24256,0,38.0,na,3,0,85,3,0,207,0,0,9,1,1,0,1,0,Monthly,0,0,1,0,Sagittarius,0,0,1.37,0
48173,1,30.0,R,0,0,0,0,1,188,0,0,16,1,1,1,0,2,Bi-Weekly,0,0,0,0,Libra,1,0,2.23,0
58191,0,45.0,na,2,1,21,2,0,94,0,0,3,1,0,0,1,0,Monthly,0,0,0,0,Libra,0,0,0.95,0
15239,0,24.0,R,3,1,98,3,0,156,0,0,15,1,1,0,1,0,na,0,0,0,0,Leo,0,0,1.5,1
6635,1,21.0,R,0,0,0,0,0,213,0,0,5,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,2.4,0
5144,0,26.0,na,0,0,83,0,0,265,0,0,4,1,0,0,1,0,Monthly,0,0,0,0,Scorpio,1,0,2.17,0
1376,0,32.0,R,56,0,122,56,0,278,0,0,35,1,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,2.17,1
16273,0,36.0,R,0,0,0,0,0,149,0,0,5,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,2.0,0
15919,1,38.0,R,6,2,9,6,0,15,0,0,6,1,0,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,0.27,0
39490,0,52.0,O,10,2,11,10,0,221,1,0,36,1,1,1,0,0,Monthly,0,0,0,0,Scorpio,0,0,2.33,0
48095,1,29.0,R,2,0,63,2,0,222,0,0,15,1,1,0,1,2,Monthly,0,0,0,0,Gemini,0,0,2.13,1
2240,0,32.0,R,0,0,99,0,0,180,0,0,14,1,0,0,1,0,Bi-Weekly,0,0,1,0,Scorpio,1,0,1.83,1
17900,1,19.0,R,1,0,0,1,0,134,0,0,6,1,0,0,1,0,Weekly,0,0,0,0,Virgo,0,0,1.17,0
7054,1,39.0,na,0,0,42,0,0,142,0,0,6,1,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,1,0.73,0
63201,1,25.0,na,0,0,3,0,0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,0.0,0
58579,1,28.0,R,6,2,20,6,0,43,0,0,11,1,1,0,1,2,Bi-Weekly,0,0,0,0,Libra,1,0,0.63,1
51646,1,24.0,na,0,0,23,0,0,40,0,0,4,1,1,0,1,2,Monthly,0,0,0,0,Cancer,1,0,0.43,0
65679,1,33.0,na,0,0,0,0,0,0,0,0,0,1,1,0,1,2,Bi-Weekly,0,0,0,0,Cancer,1,0,0.0,0
399,1,37.0,na,0,0,1,0,0,4,0,0,0,1,1,1,0,0,Weekly,0,0,0,0,Scorpio,0,0,0.06999999999999999,0
22154,1,39.0,R,0,0,6,0,0,69,0,0,3,1,1,0,1,0,Monthly,0,0,0,0,Capricorn,0,0,0.5700000000000001,1
9206,0,41.0,O,0,0,0,0,0,273,0,0,22,1,0,0,1,0,Weekly,0,0,0,0,Sagittarius,0,0,2.2,0
38844,1,36.0,na,11,4,59,11,0,218,0,0,13,1,0,1,0,0,Weekly,0,0,0,0,Taurus,0,0,1.83,0
33350,1,29.0,na,0,0,0,0,1,80,0,0,4,1,0,1,0,0,Semi-Monthly,0,0,0,0,Aries,0,0,0.5700000000000001,0
59692,0,19.0,na,0,0,5,0,0,10,0,0,1,1,0,1,0,0,Weekly,0,0,0,0,Libra,0,0,0.4400000000000001,0
30642,0,42.0,R,0,0,36,0,0,98,0,0,2,1,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.97,0
12916,0,30.0,R,44,0,47,43,0,158,0,0,11,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,1,0,1.5,1
46628,1,34.0,na,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Semi-Monthly,0,0,0,0,Aquarius,0,0,0.0,0
1989,0,59.0,R,4,1,33,4,0,51,0,0,7,1,1,1,0,0,Bi-Weekly,0,0,0,0,Gemini,1,0,0.67,0
68709,1,36.0,na,1,0,2,1,0,0,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,0.0,0
5264,0,27.0,na,0,0,19,0,0,30,0,0,2,1,0,0,1,0,Semi-Monthly,1,1,0,0,Gemini,0,0,0.5,0
1408,0,33.0,R,53,0,200,53,0,300,0,0,49,1,0,1,0,0,Weekly,0,0,0,0,Cancer,0,0,2.23,1
29812,0,28.0,na,3,3,54,3,0,82,0,0,19,1,1,1,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,0.89,1
4839,1,46.0,R,44,7,31,44,0,277,0,0,53,1,1,0,1,0,na,0,0,0,0,Aries,1,0,0.67,0
28369,1,39.0,R,0,0,0,0,2,189,0,0,61,1,1,1,0,0,na,0,0,0,0,Virgo,0,0,1.63,0
40540,0,27.0,O,0,0,39,0,0,295,0,0,13,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,2.2,1
49493,0,23.0,O,0,0,51,0,0,132,0,0,4,1,0,0,1,2,Bi-Weekly,0,0,0,0,Pisces,0,1,1.0,1
14796,0,39.0,na,0,0,0,0,1,158,0,0,15,1,1,0,1,0,Monthly,0,0,0,1,Cancer,0,0,1.97,0
4832,1,43.0,R,0,0,0,0,0,181,0,0,6,1,1,0,1,4,na,0,0,0,0,Aries,0,0,2.07,0
24559,0,22.0,O,0,0,74,0,0,179,0,0,8,1,1,1,0,0,Semi-Monthly,0,0,0,0,Taurus,0,0,1.53,0
12988,1,42.0,R,2,1,42,2,0,203,0,0,41,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,1.63,1
61649,0,37.0,na,0,0,0,0,0,4,0,0,0,1,1,1,0,0,Semi-Monthly,0,0,0,0,Cancer,0,1,0.27,0
13608,0,26.0,na,0,0,54,0,0,131,0,0,8,1,1,0,1,0,Semi-Monthly,0,0,0,0,Pisces,1,0,1.27,0
29811,0,27.0,R,0,0,0,0,0,92,0,0,1,1,1,0,1,0,na,0,0,0,0,Capricorn,0,0,0.83,0
65067,1,51.0,na,0,0,0,0,0,0,0,0,0,1,1,1,0,0,na,0,0,0,0,Aquarius,0,0,0.0,0
60793,1,23.0,R,0,0,0,0,0,15,0,0,0,1,1,0,1,5,Weekly,0,0,0,0,na,0,0,0.33,0
61650,0,22.0,na,1,0,26,1,0,54,0,0,3,1,0,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,0.5700000000000001,1
30650,0,34.0,R,4,1,17,4,0,41,0,0,5,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,0.43,1
50927,0,27.0,na,7,1,10,7,0,133,0,0,1,1,0,1,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,0.33,1
24759,0,19.0,na,0,0,71,0,0,162,0,0,2,1,1,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,1.33,0
7769,1,23.0,na,0,0,0,0,0,11,0,0,0,1,0,0,1,0,Weekly,0,0,0,0,na,0,0,0.06999999999999999,0
36301,0,42.0,R,0,0,0,0,0,159,1,0,9,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,1,2.03,0
15406,0,39.0,R,0,0,28,0,1,237,2,2,11,1,1,0,1,3,Bi-Weekly,0,0,0,0,Scorpio,0,0,2.17,1
57261,1,42.0,na,0,0,1,0,0,5,0,0,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Aquarius,0,0,0.23,0
38543,1,26.0,na,0,0,0,0,0,59,0,0,5,1,1,1,1,2,Weekly,0,0,0,0,Aquarius,0,0,0.93,0
28827,0,25.0,na,0,0,3,0,0,3,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,0.14,0
60237,0,35.0,na,0,0,7,0,0,10,0,0,0,1,1,1,0,0,Monthly,0,0,0,0,Aries,0,0,0.13,1
14734,0,31.0,O,0,0,71,0,0,204,0,0,1,1,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,1,0,1.7,0
29243,1,22.0,R,5,1,0,5,0,45,0,0,5,1,0,0,1,0,Monthly,0,0,0,1,Aquarius,0,0,1.89,0
10588,0,28.0,R,0,0,105,0,0,247,0,0,14,1,0,1,1,2,Monthly,0,0,1,0,Leo,0,0,2.03,1
29240,1,19.0,R,0,0,8,0,0,15,0,0,3,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,0.36,0
18465,0,34.0,R,0,0,125,0,0,216,0,0,24,1,0,1,0,2,Bi-Weekly,0,0,0,0,Pisces,0,0,1.4,1
15720,1,70.0,R,0,0,0,0,0,238,0,0,3,1,1,0,1,0,Monthly,0,0,0,0,Taurus,0,0,2.57,0
58880,0,31.0,O,6,0,18,6,0,49,0,0,11,1,1,1,0,2,Semi-Monthly,0,0,0,0,na,0,1,0.43,1
39174,0,37.0,na,33,5,108,32,0,178,0,0,35,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,1.03,0
44687,0,50.0,na,0,0,3,0,0,5,0,0,2,1,0,1,0,0,Weekly,0,0,0,0,Pisces,0,0,0.13,0
44048,0,50.0,O,0,0,0,0,0,190,0,0,4,1,1,1,0,0,Semi-Monthly,0,1,0,0,Capricorn,0,0,1.73,0
29751,0,25.0,R,18,6,41,18,0,61,0,0,9,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,1,0,0.73,1
38277,1,25.0,R,1,0,6,1,0,75,0,0,5,1,0,0,1,2,na,0,0,0,0,Pisces,0,0,0.77,0
52413,1,26.0,na,1,1,9,1,0,10,0,0,2,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,0.16999999999999998,1
59975,1,20.0,R,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.0,0
41673,1,29.0,R,1,1,0,1,0,162,0,0,12,1,1,1,0,2,na,0,0,0,0,Libra,0,0,2.2,1
40402,0,31.0,na,2,1,4,2,0,6,0,0,1,1,0,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.67,1
11325,0,49.0,R,0,0,0,0,0,216,0,0,6,1,1,0,1,0,na,0,0,0,0,Taurus,0,0,2.4,0
67310,0,27.0,R,0,0,0,0,0,0,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,0.03,0
67092,0,29.0,na,0,0,2,0,0,0,0,0,0,1,0,1,0,0,Monthly,0,0,0,0,Capricorn,0,0,0.0,0
8241,0,35.0,R,0,0,0,0,0,250,0,0,8,1,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,1,0,2.43,0
40028,1,25.0,na,0,0,0,0,0,6,0,0,0,1,0,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,0.0,1
41998,1,23.0,R,4,2,30,4,0,116,0,0,4,1,0,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.53,1
51970,0,23.0,na,0,0,3,0,0,0,0,0,0,1,0,0,1,2,Weekly,0,0,0,0,Sagittarius,1,0,0.08,0
18043,1,45.0,na,13,3,24,13,0,71,0,0,16,1,1,0,1,0,na,0,0,0,0,Gemini,0,0,0.6,1
46306,0,24.0,R,0,0,137,0,0,216,0,0,19,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,1.6,0
21069,0,21.0,na,9,0,40,9,0,96,0,0,8,1,0,0,1,0,Weekly,0,0,0,0,Cancer,0,0,1.0,1
54024,0,26.0,na,4,1,18,4,0,40,0,0,11,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,1,0,0.37,1
10459,1,47.0,R,0,0,0,0,1,141,0,1,18,1,1,1,0,0,Weekly,0,0,0,0,Scorpio,0,0,2.23,1
13721,1,24.0,R,0,0,45,0,0,157,0,0,4,1,1,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.47,1
53931,0,25.0,na,1,0,19,1,0,117,0,0,4,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,1.33,0
44563,0,20.0,R,6,0,169,6,0,299,0,0,8,1,1,0,1,2,Bi-Weekly,0,0,1,0,Sagittarius,0,0,2.23,1
32373,0,25.0,na,22,0,60,22,0,125,0,0,6,1,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,1.5,1
14100,0,34.0,R,1,0,73,1,0,205,0,0,15,1,1,1,0,0,Bi-Weekly,0,0,0,0,na,0,0,1.3,1
27656,1,35.0,na,0,0,34,0,0,222,0,0,4,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,2.03,0
38123,1,36.0,na,0,0,22,0,0,75,0,0,2,1,1,0,1,2,na,0,0,0,0,Taurus,0,0,0.6,0
65552,0,44.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,0.0,0
38025,0,22.0,na,0,0,4,0,0,5,0,0,1,1,0,1,0,0,Weekly,0,1,0,0,Gemini,1,0,0.0,1
10779,0,22.0,R,0,0,0,0,1,167,0,0,14,1,1,0,1,3,Semi-Monthly,0,0,0,0,Leo,0,0,1.67,0
33080,1,25.0,R,0,0,0,0,0,188,0,1,22,1,0,0,1,2,Weekly,0,0,1,0,Libra,0,0,2.1,0
37867,0,29.0,R,2,0,50,2,0,119,0,0,3,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,1.17,1
61766,1,35.0,na,0,0,0,0,0,4,0,0,0,1,1,1,0,0,na,0,0,0,0,Aquarius,0,0,0.06999999999999999,0
12421,0,27.0,R,0,0,65,0,0,163,0,0,10,1,1,1,1,2,na,0,0,0,0,Virgo,0,0,1.53,1
28865,0,33.0,O,14,0,35,14,0,91,0,0,3,1,1,0,1,0,Monthly,0,0,0,0,Aries,0,0,1.0,0
66996,1,41.0,R,0,0,0,0,1,8,0,0,8,1,1,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,1,0.23,0
10437,0,23.0,R,0,0,0,0,0,95,0,0,5,1,1,1,0,0,Bi-Weekly,0,0,0,0,Cancer,1,0,1.33,0
42970,0,36.0,R,0,0,70,0,0,106,0,0,21,1,1,0,1,2,Semi-Monthly,0,0,0,0,Aries,0,0,1.1,1
64509,0,26.0,R,0,0,3,0,0,0,0,0,0,1,1,1,0,2,Weekly,0,0,0,0,Libra,0,0,0.06999999999999999,0
28402,1,34.0,na,0,0,107,0,0,152,0,0,15,1,1,1,0,2,Bi-Weekly,0,0,0,0,Virgo,0,0,0.8,1
25994,1,20.0,R,2,2,78,2,0,152,0,0,11,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,1,0,1.47,1
44091,0,39.0,O,0,0,0,0,0,136,0,0,35,1,1,0,1,3,Bi-Weekly,0,0,0,0,Gemini,0,0,1.4300000000000002,1
49849,0,25.0,na,0,0,2,0,0,14,0,0,0,1,0,0,1,0,Weekly,0,0,0,0,Aquarius,0,0,0.53,0
41619,1,54.0,O,2,0,40,2,0,60,0,0,19,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,1.55,1
18948,0,26.0,R,39,0,100,38,0,285,0,0,48,1,1,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,2.2,0
2848,0,32.0,O,0,0,13,0,0,30,0,0,7,1,1,1,0,0,Weekly,0,0,0,0,na,0,0,0.4,1
42609,0,31.0,R,2,0,63,2,0,130,0,0,12,1,1,1,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,1.53,1
46903,1,40.0,R,36,7,90,36,0,296,0,0,21,1,0,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,1,1.77,1
